1.612903226,1.999022483,1.863629093,150.7771261,1
1.10459433,1.407624633,1.26155711,135.9188661,0
1.33431085,1.847507331,1.610847346,243.8758553,1
1.070381232,1.720430108,1.424121428,214.7458456,0
1.163245357,2.38514174,1.812511549,270.1221896,1
0.767350929,2.086999022,1.491317877,216.9403715,0
0.899315738,2.350928641,1.705069883,253.9931574,1
0.694037146,1.818181818,1.257940679,179.740958,0
1.109481916,1.891495601,1.554871265,234.6285435,1
1.00684262,1.798631476,1.370821288,206.2512219,0
0.767350929,1.56402737,1.315554226,196.9501466,1
0.606060606,1.56402737,1.107314921,159.5796676,0
0.219941349,1.56402737,1.039441274,139.5112414,1
0.205278592,1.56402737,0.881391837,108.856305,0
0.288367546,1.56402737,0.895229564,114.115347,1
0.263929619,1.549364614,0.908490913,116.6520039,0
1.33431085,2.463343109,2.007011074,299.2913001,1
0.522971652,2.062561095,1.346162752,196.202346,0
1.173020528,2.077223851,1.777834861,267.5855327,1
1.33431085,2.262952102,1.849009294,277.6979472,0
1.33431085,2.61485826,2.049992457,304.1691105,1
1.045943304,2.463343109,1.807743868,268.973607,0
1.33431085,2.360703812,1.788003375,267.5366569,1
0.972629521,2.106549365,1.684660586,251.3929619,0
1.33431085,2.116324536,1.811887874,273.313783,1
1.045943304,2.19941349,1.630982095,242.2434018,0
1.33431085,2.580645161,2.091733678,312.42913,1
1.33431085,2.424242424,1.932182878,288.514174,0
1.33431085,2.937438905,2.291803843,338.597263,1
1.33431085,2.766373412,2.171528977,323.4408602,0
0.234604106,2.116324536,1.2865818,173.3822092,1
0.107526882,2.116324536,1.19658982,141.5835777,0
0.327468231,2.116324536,1.234291137,168.3919844,1
0.107526882,2.116324536,1.166982526,148.3333333,0
0.478983382,2.238514174,1.666210727,241.5004888,1
1.33431085,2.751710655,2.166434166,322.4780059,0
0.327468231,2.80058651,1.926973966,269.2228739,1
0.078201369,2.116324536,1.295558123,172.0723363,0
0.068426197,2.116324536,0.851589023,77.82502444,1
0.053763441,2.116324536,0.850821778,76.71554252,0
0.068426197,2.116324536,0.851899104,78.27956989,1
0.04398827,2.116324536,0.850639628,76.26588465,0
